date,detail,cash,credit,creditType,category,tag,waste
2013년06월22일,유니클로 Airism,0,14900,신한 LOVE 카드,의복/미용>의류비,,
2013년06월23일,편의점,6700,0,,식비>부식,,
2013년06월23일,닭바베큐,16000,0,,식비>간식,,
2013년06월23일,청실홍실,0,8000,현대M카드,식비>외식,,
2013년06월24일,음료수,2200,0,,식비>커피/음료,,
2013년06월24일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년06월24일,점심,6000,0,,식비>평일점심,,
2013년06월24일,현대M카드 사용대금 (2013.05.12 ~ 2013.06.11),1758320,0,,카드대금>현대M카드,,
2013년06월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2013년06월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2013년06월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2013년06월25일,운전자보험,32000,0,,건강/문화>보장성보험,고정비용,
2013년06월25일,음료수,1300,0,,식비>커피/음료,,
2013년06월25일,점심,12000,0,,식비>평일점심,,
2013년06월25일,곗돈2차,500000,0,,저축/보험>기타,계,
2013년06월25일,행마정산,6930,0,,식비>커피/음료,,
2013년06월25일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년06월26일,음료수,2200,0,,식비>커피/음료,,
2013년06월26일,동기모임회비,27500,0,,경조사/회비>모임회비,,
2013년06월26일,담배,3100,0,,용돈/기타>담배,,
2013년06월26일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년06월26일,커피쏨,0,6000,현대M카드,식비>커피/음료,,
2013년06월26일,점심,7000,0,,식비>평일점심,,
2013년06월27일,음료수,1200,0,,식비>커피/음료,,
2013년06월27일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년06월27일,점심,0,8800,신한 LOVE 카드,식비>평일점심,,
2013년06월27일,카드깡,0,8800,신한 LOVE 카드,세금/이자>카드깡,,
2013년06월27일,저녁,3000,0,,식비>평일저녁,,
2013년06월28일,담배,3100,0,,용돈/기타>담배,,
2013년06월28일,아이스크림,2000,0,,식비>간식,,
2013년06월28일,오K 점심,4400,0,,세금/이자>카드깡,,
2013년06월28일,저녁,10000,0,,식비>평일저녁,,
2013년06월28일,야근 택시,0,27600,현대M카드,교통/차량>택시비P,,V
2013년06월28일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년06월28일,점심,0,7000,신한 LOVE 카드,식비>평일점심,,
2013년06월29일,도적(with 현아),0,40000,현대M카드,경조사/회비>데이트,,
2013년06월29일,홍대도나프(with 현아),0,14000,신한 LOVE 카드,경조사/회비>데이트,,
2013년06월29일,홍대도나프(with 현아),10000,0,,경조사/회비>데이트,,
2013년06월30일,택시,0,5000,현대M카드,교통/차량>택시비P,,
2013년06월30일,스타벅스,0,9500,현대M카드,식비>커피/음료,,
2013년07월01일,엄마 상품권,200000,0,,용돈/기타>선물,,
2013년07월01일,저녁,5000,0,,식비>평일저녁,,
2013년07월01일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월01일,헤어샵(준오헤어),0,21200,현대M카드,의복/미용>헤어/뷰티,,
2013년07월01일,점심,5000,0,,식비>평일점심,,
2013년07월01일,대중교통비정산(6월),0,55708,현대M카드,교통/차량>대중교통비,,
2013년07월01일,상하이숙소,0,273791,현대M카드,건강/문화>여행,상하이,
2013년07월01일,신용지킴이 수수료,0,900,현대M카드,세금/이자>기타,,
2013년07월02일,저녁(맥도날드),5000,0,,식비>평일저녁,,
2013년07월02일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월03일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월04일,점심(ifc몰),0,5900,현대M카드,식비>평일점심,,
2013년07월04일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월05일,점심,7000,0,,식비>평일점심,,
2013년07월05일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월05일,로퍼 구입,0,58400,현대M카드,의복/미용>패션잡화,,
2013년07월05일,택시,0,2500,현대M카드,교통/차량>택시비P,,
2013년07월06일,택시,0,2500,현대M카드,교통/차량>택시비P,,
2013년07월06일,투썸플레이스(with 현아),0,11200,현대M카드,경조사/회비>데이트,,
2013년07월06일,택시,0,2800,현대M카드,교통/차량>택시비P,,
2013년07월06일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월06일,모텔(with 현아),0,30000,현대M카드,경조사/회비>데이트,,
2013년07월06일,유쿡(with 현아),0,37000,신한 LOVE 카드,경조사/회비>데이트,,
2013년07월06일,편의점,5100,0,,생활용품>잡화소모,,
2013년07월07일,파리바게트,6300,0,,식비>간식,,
2013년07월08일,담배,3400,0,,용돈/기타>담배,,
2013년07월08일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월08일,택시,0,2500,현대M카드,교통/차량>택시비P,,
2013년07월08일,점심,7000,0,,식비>평일점심,,
2013년07월08일,저녁,7000,0,,식비>평일저녁,,
2013년07월09일,점심(지원씨사줌),14500,0,,식비>평일점심,,
2013년07월09일,저녁,13000,0,,식비>평일저녁,,
2013년07월10일,점심,7000,0,,식비>평일점심,,
2013년07월10일,핸드폰요금(6월),0,76400,현대M카드,주거/통신>이동통신,,
2013년07월10일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월11일,점심,7000,0,,식비>평일점심,,
2013년07월11일,커피,2200,0,,식비>커피/음료,,
2013년07월11일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월12일,칫솔,4300,0,,생활용품>잡화소모,,
2013년07월12일,음료수,1200,0,,식비>커피/음료,,
2013년07월12일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월12일,포장마차(with 현아),18000,0,,경조사/회비>데이트,,
2013년07월13일,담배,3200,0,,용돈/기타>담배,,
2013년07월13일,간식,3300,0,,식비>간식,,
2013년07월13일,면봉,2000,0,,생활용품>잡화소모,,
2013년07월13일,간식,7000,0,,식비>간식,,
2013년07월13일,미스치킨,0,38000,현대M카드,식비>외식,,
2013년07월13일,카메라타(with 현아),0,20000,현대M카드,경조사/회비>데이트,,
2013년07월13일,교보문고,0,12030,신한 LOVE 카드,건강/문화>도서구입,,
2013년07월14일,카르페디엠(with 현아),0,19000,신한 LOVE 카드,경조사/회비>데이트,,
2013년07월14일,빵,4400,0,,식비>간식,,
2013년07월14일,주유비,0,30000,현대M카드,교통/차량>주유비,,
2013년07월14일,바지구입,0,80400,신한 LOVE 카드,의복/미용>의류비,,
2013년07월14일,곱창전골(with 현아),0,35000,신한 LOVE 카드,경조사/회비>데이트,,
2013년07월15일,우산,6000,0,,생활용품>잡화소모,,
2013년07월15일,커피쏨(이상준K),6000,0,,식비>커피/음료,,
2013년07월15일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월15일,"점심사줌(혜림,인턴)",0,27500,현대M카드,식비>평일점심,,
2013년07월16일,점심,7000,0,,식비>평일점심,,
2013년07월16일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월17일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월17일,커피쏨,0,9000,현대M카드,식비>커피/음료,,
2013년07월17일,저녁,0,7500,현대M카드,식비>평일저녁,,
2013년07월18일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월18일,커피쏨,0,12000,현대M카드,식비>커피/음료,,
2013년07월18일,점심,10000,0,,식비>평일점심,,
2013년07월18일,저녁,0,0,,식비>평일저녁,,
2013년07월19일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월19일,치킨678(with 현아),0,30000,현대M카드,경조사/회비>데이트,,
2013년07월19일,택시,0,3300,현대M카드,교통/차량>택시비P,,
2013년07월19일,점심,5000,0,,식비>평일점심,,
2013년07월20일,양말,3300,0,,의복/미용>의류비,,
2013년07월20일,집에서 입는 바지,0,44700,현대M카드,의복/미용>의류비,,
2013년07월20일,곰네집(with 현아),0,33000,현대M카드,경조사/회비>데이트,,
2013년07월20일,써클(with 현아),0,40000,현대M카드,경조사/회비>데이트,,
2013년07월21일,변액연금(대한생명),200000,0,,저축/보험>연금,고정비용,
2013년07월21일,파리바게트,4000,0,,식비>간식,,
2013년07월21일,맥주,3350,0,,식비>술/유흥,,
2013년07월21일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월21일,택시,0,2500,현대M카드,교통/차량>택시비P,,
2013년07월22일,연금(LIG),148500,0,,저축/보험>연금,고정비용,
2013년07월22일,점심,13500,0,,식비>평일점심,,
2013년07월22일,저녁,2100,0,,식비>평일저녁,,
2013년07월22일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월22일,신한 LOVE 카드 사용대금 (2013.06.08 ~ 2013.07.07),317100,0,,카드대금>신한 LOVE 카드,,
2013년07월23일,음료수,1500,0,,식비>커피/음료,,
2013년07월23일,점심,10000,0,,식비>평일점심,,
2013년07월23일,음료수,1200,0,,식비>커피/음료,,
2013년07월23일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월23일,현대M카드 사용대금 (2013.06.12 ~ 2013.07.11),780299,0,,카드대금>현대M카드,,
2013년07월24일,음료수,800,0,,식비>커피/음료,,
2013년07월24일,저녁,10000,0,,식비>평일저녁,,
2013년07월24일,"점심사줌(가형,알바)",0,22000,현대M카드,식비>평일점심,,
2013년07월24일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2013년07월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2013년07월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2013년07월25일,운전자보험,32000,0,,건강/문화>보장성보험,고정비용,
2013년07월25일,행마정산,26810,0,,식비>커피/음료,,
2013년07월25일,점심,6500,0,,식비>평일점심,,
2013년07월25일,곗돈3차,1000000,0,,저축/보험>기타,계,
2013년07월25일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월25일,수박,0,18800,신한 LOVE 카드,식비>부식,,
2013년07월26일,점심,8000,0,,식비>평일점심,,
2013년07월26일,벨트,19000,0,,의복/미용>패션잡화,,
2013년07월26일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월26일,"속옷,티",0,24800,현대M카드,의복/미용>의류비,,
2013년07월27일,고갱전,0,13000,현대M카드,건강/문화>문화생활,,
2013년07월27일,고갱전(with 현아),0,13000,현대M카드,경조사/회비>데이트,,
2013년07월27일,비어바켓(with 현아),0,17700,현대M카드,경조사/회비>데이트,,
2013년07월27일,택시,0,2800,현대M카드,교통/차량>택시비P,,
2013년07월27일,커피,4000,0,,식비>커피/음료,,
2013년07월27일,아이스크림(with 현아),1000,0,,경조사/회비>데이트,,
2013년07월27일,고갱전 가이드,6000,0,,건강/문화>문화생활,,
2013년07월27일,dvd(with 현아),15000,0,,경조사/회비>데이트,,
2013년07월28일,부식,6400,0,,식비>부식,,
2013년07월29일,점심,7000,0,,식비>평일점심,,
2013년07월29일,저녁,7000,0,,식비>평일저녁,,
2013년07월29일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월30일,점심,12000,0,,식비>평일점심,,
2013년07월30일,저녁,7000,0,,식비>평일저녁,,
2013년07월30일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월31일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년07월31일,커피사줌(혜림D),0,9200,현대M카드,식비>커피/음료,,
2013년08월01일,점심,7000,0,,식비>평일점심,,
2013년08월01일,음료수,5800,0,,식비>커피/음료,,
2013년08월01일,캔맥주,11400,0,,식비>술/유흥,,
2013년08월01일,이어폰,0,153000,신한 LOVE 카드,생활용품>가구/가전,,
2013년08월01일,처방전,0,10000,현대M카드,건강/문화>병원비,,
2013년08월01일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월01일,신용지킴이 수수료,0,900,현대M카드,세금/이자>기타,,
2013년08월01일,대중교통비정산(7월),0,61750,현대M카드,교통/차량>대중교통비,,
2013년08월01일,세이브론,0,2288,현대M카드,세금/이자>기타,,
2013년08월01일,신한카드 연회비,0,5000,신한 LOVE 카드,세금/이자>기타,,
2013년08월02일,점심(남산),8000,0,,식비>평일점심,,
2013년08월02일,남산케이블카(with 현아),16000,0,,경조사/회비>데이트,,
2013년08월02일,음료수(with 현아),8000,0,,경조사/회비>데이트,,
2013년08월02일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월02일,커피사줌,0,12690,현대M카드,식비>커피/음료,,
2013년08월02일,왕비집(with 현아),0,25000,현대M카드,경조사/회비>데이트,,
2013년08월03일,헤어샵(살롱드카라),15000,0,,의복/미용>헤어/뷰티,,
2013년08월03일,택시,0,3900,현대M카드,교통/차량>택시비P,,
2013년08월03일,한끼(with 현아),0,41000,현대M카드,경조사/회비>데이트,,
2013년08월03일,올댓재즈(with 현아),0,18000,현대M카드,경조사/회비>데이트,,
2013년08월03일,스테프핫도그(with 현아),0,9800,현대M카드,경조사/회비>데이트,,
2013년08월04일,주택청약적금,3000000,0,,저축/보험>적금,,
2013년08월05일,커피,2200,0,,식비>커피/음료,,
2013년08월05일,음료수,1200,0,,식비>커피/음료,,
2013년08월05일,호텔더디자이너스(with 현아),0,35000,현대M카드,경조사/회비>데이트,,
2013년08월05일,[1/3개월] 프로페시아,0,59030,신한 LOVE 카드,건강/문화>약국,할부,
2013년08월06일,점심,8000,0,,식비>평일점심,,
2013년08월06일,양말,3800,0,,의복/미용>의류비,,
2013년08월06일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월06일,커피,0,4100,현대M카드,식비>커피/음료,,
2013년08월06일,저녁,0,7500,현대M카드,식비>평일저녁,,
2013년08월07일,점심,0,7500,현대M카드,식비>평일점심,,
2013년08월07일,저녁,6000,0,,식비>평일저녁,,
2013년08월07일,음료수,3700,0,,식비>커피/음료,,
2013년08월07일,택시,0,2500,현대M카드,교통/차량>택시비P,,
2013년08월08일,점심,5000,0,,식비>평일점심,,
2013년08월08일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월09일,저녁,6500,0,,식비>평일저녁,,
2013년08월09일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월09일,지오다노 반바지,0,29800,현대M카드,의복/미용>의류비,,
2013년08월09일,후아유 티,0,17800,현대M카드,의복/미용>의류비,,
2013년08월09일,유니클로 티,0,10000,현대M카드,의복/미용>의류비,,
2013년08월10일,영화간식(with 현아),6500,0,,경조사/회비>데이트,,
2013년08월10일,닭한마리(with 현아),0,21000,현대M카드,경조사/회비>데이트,,
2013년08월10일,빈스빈스(with 현아),0,18300,현대M카드,경조사/회비>데이트,,
2013년08월10일,주유비,0,30000,현대M카드,교통/차량>주유비,,
2013년08월10일,핸드폰요금(7월),0,76900,현대M카드,주거/통신>이동통신,,
2013년08월12일,점심,7000,0,,식비>평일점심,,
2013년08월12일,음료수,4910,0,,식비>커피/음료,,
2013년08월12일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월13일,음료수,1500,0,,식비>커피/음료,,
2013년08월13일,저녁,4500,0,,식비>평일저녁,,
2013년08월13일,점심,7000,0,,식비>평일점심,,
2013년08월13일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월14일,음료수,1500,0,,식비>커피/음료,,
2013년08월14일,점심(with 현아),0,24000,현대M카드,경조사/회비>데이트,,
2013년08월14일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월14일,현아 생일선물,0,101650,신한 LOVE 카드,경조사/회비>데이트,,
2013년08월14일,면세점 클렌징,0,27379,신한 LOVE 카드,건강/문화>여행,상하이,
2013년08월14일,여행경비,170000,0,,건강/문화>여행,상하이,
2013년08월15일,모자,14000,0,,의복/미용>패션잡화,,
2013년08월15일,음료수,1450,0,,식비>커피/음료,,
2013년08월15일,미스족발(with 현아),0,35000,현대M카드,경조사/회비>데이트,,
2013년08월16일,담배,2700,0,,용돈/기타>담배,,
2013년08월16일,반팔티셔츠,4000,0,,의복/미용>의류비,,
2013년08월16일,헤어에센스,13400,0,,용돈/기타>선물,,
2013년08월16일,콘돔,6000,0,,건강/문화>약국,,
2013년08월16일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월17일,렌즈액,2500,0,,생활용품>기타,,
2013년08월17일,면세점 보드카,0,23500,현대M카드,건강/문화>여행,상하이,
2013년08월20일,담배,3100,0,,용돈/기타>담배,,
2013년08월20일,엄마선물,0,61911,현대M카드,용돈/기타>선물,,
2013년08월21일,변액연금(대한생명),200000,0,,저축/보험>연금,고정비용,
2013년08월21일,라면,13100,0,,식비>부식,,
2013년08월21일,간식,3600,0,,식비>간식,,
2013년08월22일,연금(LIG),148500,0,,저축/보험>연금,고정비용,
2013년08월22일,점심,5300,0,,식비>평일점심,,
2013년08월22일,커피(with 현아),5000,0,,경조사/회비>데이트,,
2013년08월22일,커피,0,3080,현대M카드,식비>커피/음료,,
2013년08월22일,신한 LOVE 카드 사용대금 (2013.07.08 ~ 2013.08.07),382260,0,,카드대금>신한 LOVE 카드,,
2013년08월23일,돗자리,3000,0,,생활용품>기타,,
2013년08월23일,커피(with 현아),8500,0,,경조사/회비>데이트,,
2013년08월23일,치킨,0,27900,현대M카드,식비>외식,,
2013년08월23일,현아 생일(피자힐),0,77000,현대M카드,경조사/회비>데이트,,
2013년08월23일,현대M카드 사용대금 (2013.07.12 ~ 2013.08.11),893728,0,,카드대금>현대M카드,,
2013년08월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2013년08월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2013년08월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2013년08월25일,운전자보험,32000,0,,건강/문화>보장성보험,고정비용,
2013년08월25일,dvd(with 현아),14000,0,,경조사/회비>데이트,,
2013년08월25일,아이스크림(with 현아),1500,0,,경조사/회비>데이트,,
2013년08월25일,심양(with 현아),0,49000,현대M카드,경조사/회비>데이트,,
2013년08월26일,커피,3000,0,,식비>커피/음료,,
2013년08월26일,점심,16000,0,,식비>평일점심,,
2013년08월26일,저녁,7000,0,,식비>평일저녁,,
2013년08월26일,곗돈4차,1400000,0,,저축/보험>기타,계,
2013년08월26일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월27일,점심,8000,0,,식비>평일점심,,
2013년08월27일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월28일,점심,4000,0,,식비>평일점심,,
2013년08월28일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월29일,저녁,8800,0,,식비>평일저녁,,
2013년08월29일,음료수,3600,0,,식비>커피/음료,,
2013년08월29일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월29일,샴푸,0,57000,신한 LOVE 카드,생활용품>주방/욕실,,
2013년08월30일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년08월30일,"몽포르(빱,종욱)",0,39000,현대M카드,식비>술/유흥,,
2013년08월31일,매운족발(with 현아),0,33000,현대M카드,경조사/회비>데이트,,
2013년09월01일,굴소스,8480,0,,식비>부식,,
2013년09월01일,신용지킴이 수수료,0,900,현대M카드,세금/이자>기타,,
2013년09월01일,세이브론,0,1643,현대M카드,세금/이자>기타,,
2013년09월01일,대중교통비정산(8월),0,82800,현대M카드,교통/차량>대중교통비,,
2013년09월02일,담배,3900,0,,용돈/기타>담배,,
2013년09월02일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월02일,점심,5000,0,,식비>평일점심,,
2013년09월03일,아이스크림,3000,0,,식비>간식,,
2013년09월03일,점심,8000,0,,식비>평일점심,,
2013년09월03일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월03일,헤어샵(준오헤어),0,22500,현대M카드,의복/미용>헤어/뷰티,,
2013년09월03일,저녁,6000,0,,식비>평일저녁,,
2013년09월04일,점심,15000,0,,식비>평일점심,,
2013년09월04일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월05일,[2/3개월] 프로페시아,0,58900,신한 LOVE 카드,건강/문화>약국,할부,
2013년09월05일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월05일,콜드스톤,0,6460,현대M카드,식비>간식,,
2013년09월06일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월06일,택시,0,4400,현대M카드,교통/차량>택시비P,,
2013년09월06일,택시,0,4100,현대M카드,교통/차량>택시비P,,
2013년09월06일,새마을식당(with 웅대리),0,52500,현대M카드,식비>술/유흥,,
2013년09월07일,음료수,2500,0,,식비>커피/음료,,
2013년09월07일,커피(with 현아),8000,0,,경조사/회비>데이트,,
2013년09월07일,축의금(성호씨 결혼),50000,0,,경조사/회비>경조사비,,
2013년09월07일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월07일,노블카페(with 현아),0,18000,현대M카드,경조사/회비>데이트,,
2013년09월07일,쭈꾸미(with 현아),0,33000,현대M카드,경조사/회비>데이트,,
2013년09월08일,멸치국수,4000,0,,식비>외식,,
2013년09월08일,음료수,3000,0,,식비>커피/음료,,
2013년09월08일,드라이작(with 현아),0,62000,현대M카드,경조사/회비>데이트,,
2013년09월08일,우드스탁,0,34000,현대M카드,식비>술/유흥,,
2013년09월09일,점심,6000,0,,식비>평일점심,,
2013년09월09일,파리바게트,4800,0,,식비>간식,,
2013년09월09일,과일,5000,0,,식비>부식,,
2013년09월09일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월10일,점심,7000,0,,식비>평일점심,,
2013년09월12일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월12일,택시,0,31560,현대M카드,교통/차량>택시비P,,
2013년09월12일,택시,0,2600,현대M카드,교통/차량>택시비P,,
2013년09월12일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월13일,휴대용칫솔,3500,0,,생활용품>잡화소모,,
2013년09월13일,간식,2550,0,,식비>간식,,
2013년09월13일,대하구이(with 현아),42000,0,,경조사/회비>데이트,,
2013년09월13일,음료수(with 현아),1200,0,,경조사/회비>데이트,,
2013년09월13일,택시,0,2700,현대M카드,교통/차량>택시비P,,
2013년09월13일,영화,0,5000,현대M카드,건강/문화>문화생활,,
2013년09월13일,택시,0,3900,현대M카드,교통/차량>택시비P,,
2013년09월13일,핸드폰요금(8월),0,119690,현대M카드,주거/통신>이동통신,,
2013년09월14일,꾸오삼(with 현아),0,32000,현대M카드,경조사/회비>데이트,,
2013년09월14일,호텔팝(with 현아),0,60000,현대M카드,경조사/회비>데이트,,
2013년09월15일,간식,8080,0,,식비>간식,,
2013년09월15일,화장품 to 빱,60000,0,,의복/미용>헤어/뷰티,,
2013년09월16일,음료수,700,0,,식비>커피/음료,,
2013년09월16일,점심,9000,0,,식비>평일점심,,
2013년09월16일,저녁(맥도날드),5300,0,,식비>평일저녁,,
2013년09월16일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월16일,점심,0,8900,현대M카드,식비>평일점심,,
2013년09월16일,점심사줌,0,8900,현대M카드,식비>평일점심,,
2013년09월16일,커피,0,6000,현대M카드,식비>커피/음료,,
2013년09월16일,추석용돈,200000,0,,용돈/기타>용돈,,
2013년09월17일,아이스크림,1800,0,,식비>간식,,
2013년09월17일,마장동상회(with현아),0,31000,현대M카드,경조사/회비>데이트,,
2013년09월18일,목캔디,700,0,,식비>간식,,
2013년09월18일,게임방,3000,0,,건강/문화>문화생활,,
2013년09월18일,술(bf),40500,0,,식비>술/유흥,,
2013년09월20일,샴푸,0,51200,신한 LOVE 카드,의복/미용>헤어/뷰티,,
2013년09월20일,북카페(with 현아),0,13500,현대M카드,경조사/회비>데이트,,
2013년09월20일,써클(with 현아),0,40000,현대M카드,경조사/회비>데이트,,
2013년09월21일,변액연금(대한생명),200000,0,,저축/보험>연금,고정비용,
2013년09월21일,음료수,1500,0,,식비>커피/음료,,
2013년09월21일,간식,3400,0,,식비>간식,,
2013년09월22일,연금(LIG),148500,0,,저축/보험>연금,고정비용,
2013년09월22일,맥주(with 현아),4800,0,,경조사/회비>데이트,,
2013년09월22일,커피(with 현아),1100,0,,경조사/회비>데이트,,
2013년09월22일,톨비&주차비,3000,0,,교통/차량>기타,,
2013년09월23일,커피,2000,0,,식비>커피/음료,,
2013년09월23일,점심,9000,0,,식비>평일점심,,
2013년09월23일,저녁,5500,0,,식비>평일저녁,,
2013년09월23일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월23일,현대M카드 사용대금 (2013.08.12 ~ 2013.09.11),734094,0,,카드대금>현대M카드,,
2013년09월23일,신한 LOVE 카드 사용대금 (2013.08.08 ~ 2013.09.07),244929,0,,카드대금>신한 LOVE 카드,,
2013년09월24일,점심,6000,0,,식비>평일점심,,
2013년09월24일,저녁,3600,0,,식비>평일저녁,,
2013년09월24일,택시,0,2500,현대M카드,교통/차량>택시비P,,
2013년09월25일,보험비(실비),40000,0,,건강/문화>보장성보험,고정비용,
2013년09월25일,보험비(대한생명),134996,0,,저축/보험>보험,고정비용,
2013년09월25일,보험비(대한생명2),46966,0,,저축/보험>보험,고정비용,
2013년09월25일,운전자보험,32000,0,,건강/문화>보장성보험,고정비용,
2013년09월25일,곗돈5차,1200000,0,,저축/보험>기타,"계,결혼",
2013년09월25일,저녁,6000,0,,식비>평일저녁,,
2013년09월25일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월25일,음료수(사야),0,12000,현대M카드,식비>커피/음료,,
2013년09월25일,택시,0,3200,현대M카드,교통/차량>택시비P,,
2013년09월26일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월27일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년09월27일,음료수,2600,0,,식비>커피/음료,,
2013년09월28일,서래오뎅(with 현아),0,23000,현대M카드,경조사/회비>데이트,,
2013년09월28일,경성팥집(with 현아),8000,0,,경조사/회비>데이트,,
2013년09월29일,음료수,1200,0,,식비>커피/음료,,
2013년09월29일,축의금(지원S 결혼),50000,0,,경조사/회비>경조사비,,
2013년09월30일,택시비,2500,0,,교통/차량>택시비P,,
2013년09월30일,커피,3000,0,,식비>커피/음료,,
2013년09월30일,세제,3600,0,,생활용품>주방/욕실,,
2013년10월01일,과자,1500,0,,식비>간식,,
2013년10월01일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년10월01일,점심,10000,0,,식비>평일점심,,
2013년10월01일,대중교통비정산(9월),0,75650,현대M카드,교통/차량>대중교통비,,
2013년10월01일,세이브론,0,4023,현대M카드,세금/이자>기타,,
2013년10월01일,신용지킴이 수수료,0,900,현대M카드,세금/이자>기타,,
2013년10월02일,택시,0,2400,현대M카드,교통/차량>택시비P,,
2013년10월02일,점심,0,6150,현대M카드,식비>평일점심,,
2013년10월03일,음료수,1000,0,,식비>커피/음료,,
2013년10월03일,칼국수(with 현아),12000,0,,경조사/회비>데이트,,
2013년10월03일,파리바게트(with 현아),5400,0,,경조사/회비>데이트,,
2013년10월03일,면도날16입,0,42900,현대M카드,생활용품>잡화소모,,
2013년10월03일,쉐이브 젤,0,13400,현대M카드,생활용품>잡화소모,,
2013년10월04일,헤어샵(준오헤어),0,19500,현대M카드,의복/미용>헤어/뷰티,,
2013년10월04일,점심,7000,0,,식비>평일점심,,
2013년10월04일,저녁,6700,0,,식비>평일저녁,,
2013년10월04일,음료수,1000,0,,식비>커피/음료,,
2013년10월05일,[3/3개월] 프로페시아,0,59000,신한 LOVE 카드,건강/문화>약국,할부,
2013년10월05일,커피(with 현아),0,3500,현대M카드,식비>커피/음료,,
2013년10월05일,주유비,0,40000,현대M카드,교통/차량>주유비,,
2013년10월05일,생수,1000,0,,식비>부식,,
2013년10월05일,재즈패스티벌 바비큐(with 현아),7500,0,,경조사/회비>데이트,,
2013년10월07일,점심,10200,0,,식비>평일점심,,
2013년10월07일,택시,0,2400,현대M카드,교통/차량>택시비P,,
