"날짜","yearMonth","category1","category2","detail","현금","카드","카드분류","total","type","totalExpenditure","totalIncome","totalSave"
"2013-01-01","2013-01","세금/이자","기타","세이브론",0,1873,"LIG 손해보험-현",1873,"expenditure",1873,0,0
"2013-01-02","2013-01","세금/이자","기타","수리비",35000,0,NA,35000,"expenditure",35000,0,0
"2013-01-04","2013-01","식비","평일점심","점심(구내식당)",0,10000,"LIG 손해보험-현",10000,"expenditure",10000,0,0
"2013-01-04","2013-01","식비","커피/음료","커피쏨",0,11000,"LIG 손해보험-현",11000,"expenditure",11000,0,0
"2013-01-04","2013-01","건강/문화","병원비","이비인후과",0,3200,"LIG 손해보험-현",3200,"expenditure",3200,0,0
"2013-01-04","2013-01","건강/문화","약국","약국",0,1800,"LIG 손해보험-현",1800,"expenditure",1800,0,0
"2013-01-05","2013-01","식비","커피/음료","쌍화탕",1000,0,NA,1000,"expenditure",1000,0,0
"2013-01-05","2013-01","의복/미용","헤어/뷰티","헤어샵(리안헤어)",0,12000,"LIG 손해보험-현",12000,"expenditure",12000,0,0
"2013-01-06","2013-01","식비","간식","파리바게트",4200,0,NA,4200,"expenditure",4200,0,0
"2013-01-06","2013-01","식비","술/유흥","광명수산",0,44000,"LIG 손해보험-현",44000,"expenditure",44000,0,0
"2013-01-06","2013-01","식비","간식","과일",0,10000,"LIG 손해보험-현",10000,"expenditure",10000,0,0
"2013-01-07","2013-01","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2013-01-07","2013-01","식비","간식","목캔디",1400,0,NA,1400,"expenditure",1400,0,0
"2013-01-08","2013-01","식비","커피/음료","컨디션",4500,0,NA,4500,"expenditure",4500,0,0
"2013-01-08","2013-01","생활용품","주방/욕실","뚫어뻥",2500,0,NA,2500,"expenditure",2500,0,0
"2013-01-08","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-08","2013-01","경조사/회비","데이트","미쓰족발(with 현아)",0,29000,"LIG 손해보험-현",29000,"expenditure",29000,0,0
"2013-01-09","2013-01","식비","평일점심","점심 (보쌈)",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-09","2013-01","식비","커피/음료","쥬스",10500,0,NA,10500,"expenditure",10500,0,0
"2013-01-10","2013-01","경조사/회비","경조사비","부의금(김상수 부장님)",50000,0,NA,50000,"expenditure",50000,0,0
"2013-01-10","2013-01","주거/통신","이동통신","핸드폰 요금(12월)",0,81650,"LIG 손해보험-현",81650,"expenditure",81650,0,0
"2013-01-11","2013-01","용돈/기타","담배","담배",3000,0,NA,3000,"expenditure",3000,0,0
"2013-01-11","2013-01","식비","평일점심","점심",4150,0,NA,4150,"expenditure",4150,0,0
"2013-01-12","2013-01","교통/차량","택시비P","택시",0,2600,"LIG 손해보험-현",2600,"expenditure",2600,0,0
"2013-01-12","2013-01","식비","술/유흥","투엔디(with 현아친구들)",0,103000,"LIG 손해보험-현",103000,"expenditure",103000,0,0
"2013-01-12","2013-01","경조사/회비","데이트","황소곱창(with 현아)",0,29000,"LIG 손해보험-현",29000,"expenditure",29000,0,0
"2013-01-12","2013-01","경조사/회비","데이트","병맥주(with 현아)",0,23600,"LIG 손해보험-현",23600,"expenditure",23600,0,0
"2013-01-12","2013-01","교통/차량","택시비P","택시",0,21840,"LIG 손해보험-현",21840,"expenditure",21840,0,0
"2013-01-13","2013-01","건강/문화","약국","[2/3개월] 프로펜시아",0,56000,"LIG 손해보험-현",56000,"expenditure",56000,0,0
"2013-01-13","2013-01","식비","커피/음료","커피",0,2800,"LIG 손해보험-현",2800,"expenditure",2800,0,0
"2013-01-14","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-14","2013-01","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2013-01-15","2013-01","식비","술/유흥","맥주와 아몬드",5300,0,NA,5300,"expenditure",5300,0,0
"2013-01-15","2013-01","건강/문화","기타","비타민제(from 아빠)",45000,0,NA,45000,"expenditure",45000,0,0
"2013-01-15","2013-01","식비","기타","사원증 충전",20000,0,NA,20000,"expenditure",20000,0,0
"2013-01-15","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-16","2013-01","식비","술/유흥","맥주",3800,0,NA,3800,"expenditure",3800,0,0
"2013-01-16","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-16","2013-01","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2013-01-17","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-18","2013-01","식비","평일점심","점심",8000,0,NA,8000,"expenditure",8000,0,0
"2013-01-18","2013-01","생활용품","주방/욕실","리스테린",3000,0,NA,3000,"expenditure",3000,0,0
"2013-01-18","2013-01","식비","간식","간식",3100,0,NA,3100,"expenditure",3100,0,0
"2013-01-18","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-19","2013-01","식비","간식","간식",2560,0,NA,2560,"expenditure",2560,0,0
"2013-01-19","2013-01","교통/차량","주유비","주유비",0,30000,"LIG 손해보험-현",30000,"expenditure",30000,0,0
"2013-01-19","2013-01","교통/차량","기타","세차",3000,0,NA,3000,"expenditure",3000,0,0
"2013-01-19","2013-01","경조사/회비","데이트","포레스타(with 현아)",0,16300,"LIG 손해보험-현",16300,"expenditure",16300,0,0
"2013-01-20","2013-01","식비","커피/음료","콜라",2500,0,NA,2500,"expenditure",2500,0,0
"2013-01-20","2013-01","식비","술/유흥","친구들만남",20000,0,NA,20000,"expenditure",20000,0,0
"2013-01-20","2013-01","의복/미용","헤어/뷰티","헤어샵(살롱드카라)",15000,0,NA,15000,"expenditure",15000,0,0
"2013-01-20","2013-01","생활용품","잡화소모","면도날",12000,0,NA,12000,"expenditure",12000,0,0
"2013-01-20","2013-01","식비","간식","간식",5000,0,NA,5000,"expenditure",5000,0,0
"2013-01-21","2013-01","의복/미용","헤어/뷰티","마스크팩",3500,0,NA,3500,"expenditure",3500,0,0
"2013-01-21","2013-01","식비","간식","레모나",2500,0,NA,2500,"expenditure",2500,0,0
"2013-01-22","2013-01","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2013-01-22","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-22","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-23","2013-01","식비","커피/음료","카페베네(면접전)",3800,0,NA,3800,"expenditure",3800,0,0
"2013-01-23","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-23","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-23","2013-01","경조사/회비","데이트","베니건스(with 현아)",0,56250,"LIG 손해보험-현",56250,"expenditure",56250,0,0
"2013-01-24","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-24","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-25","2013-01","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2013-01-25","2013-01","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2013-01-25","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-25","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-26","2013-01","경조사/회비","데이트","커피(with 현아)",8000,0,NA,8000,"expenditure",8000,0,0
"2013-01-26","2013-01","경조사/회비","데이트","컵라면(with 현아)",3550,0,NA,3550,"expenditure",3550,0,0
"2013-01-26","2013-01","경조사/회비","데이트","돌판오리구이(with 현아)",0,39000,"LIG 손해보험-현",39000,"expenditure",39000,0,0
"2013-01-28","2013-01","생활용품","잡화소모","쉐이브크림",7500,0,NA,7500,"expenditure",7500,0,0
"2013-01-28","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-29","2013-01","경조사/회비","데이트","보난자( with 현아)",0,37000,"LIG 손해보험-현",37000,"expenditure",37000,0,0
"2013-01-29","2013-01","경조사/회비","데이트","춤선생(with 현아)",0,15000,"LIG 손해보험-현",15000,"expenditure",15000,0,0
"2013-01-29","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-30","2013-01","식비","커피/음료","음료수",1900,0,NA,1900,"expenditure",1900,0,0
"2013-01-30","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-30","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-31","2013-01","식비","간식","초코렛",2500,0,NA,2500,"expenditure",2500,0,0
"2013-01-31","2013-01","식비","평일저녁","본죽",8000,0,NA,8000,"expenditure",8000,0,0
"2013-01-31","2013-01","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-01-31","2013-01","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-01-31","2013-01","건강/문화","병원비","내과",0,4600,"LIG 손해보험-현",4600,"expenditure",4600,0,0
"2013-01-31","2013-01","건강/문화","약국","약국",0,3620,"LIG 손해보험-현",3620,"expenditure",3620,0,0
"2013-02-01","2013-02","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2013-02-01","2013-02","세금/이자","기타","신용지킴이 수수료",0,900,"LIG 손해보험-현",900,"expenditure",900,0,0
"2013-02-01","2013-02","세금/이자","기타","연회비",0,15000,"LIG 손해보험-현",15000,"expenditure",15000,0,0
"2013-02-01","2013-02","교통/차량","대중교통비","대중교통비정산(1월)",0,90900,"LIG 손해보험-현",90900,"expenditure",90900,0,0
"2013-02-01","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-02","2013-02","경조사/회비","데이트","dvd(with 현아)",14000,0,NA,14000,"expenditure",14000,0,0
"2013-02-02","2013-02","경조사/회비","데이트","파쿠모리(with 현아)",0,18000,"LIG 손해보험-현",18000,"expenditure",18000,0,0
"2013-02-02","2013-02","경조사/회비","데이트","네이버후드커피(with 현아)",0,17000,"LIG 손해보험-현",17000,"expenditure",17000,0,0
"2013-02-02","2013-02","경조사/회비","데이트","투썸플레이스(with 현아)",0,10100,"LIG 손해보험-현",10100,"expenditure",10100,0,0
"2013-02-04","2013-02","식비","평일점심","점심(추어탕)",7000,0,NA,7000,"expenditure",7000,0,0
"2013-02-05","2013-02","식비","평일점심","점심(구내식당)",10000,0,NA,10000,"expenditure",10000,0,0
"2013-02-05","2013-02","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2013-02-05","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-05","2013-02","건강/문화","병원비","이비인후과",0,3200,"LIG 손해보험-현",3200,"expenditure",3200,0,0
"2013-02-05","2013-02","건강/문화","약국","약국",0,2300,"LIG 손해보험-현",2300,"expenditure",2300,0,0
"2013-02-05","2013-02","의복/미용","헤어/뷰티","화장품",0,77000,"LIG 손해보험-현",77000,"expenditure",77000,0,0
"2013-02-05","2013-02","경조사/회비","데이트","미스터피자(with 현아)",0,21000,"LIG 손해보험-현",21000,"expenditure",21000,0,0
"2013-02-05","2013-02","의복/미용","의류비","셔츠",0,49000,"LIG 손해보험-현",49000,"expenditure",49000,0,0
"2013-02-05","2013-02","경조사/회비","데이트","커피(with 현아)",0,7800,"LIG 손해보험-현",7800,"expenditure",7800,0,0
"2013-02-06","2013-02","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2013-02-06","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-06","2013-02","식비","간식","간식",0,5200,"LIG 손해보험-현",5200,"expenditure",5200,0,0
"2013-02-07","2013-02","식비","평일점심","점심",4450,0,NA,4450,"expenditure",4450,0,0
"2013-02-07","2013-02","식비","간식","간식",9200,0,NA,9200,"expenditure",9200,0,0
"2013-02-08","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-08","2013-02","경조사/회비","데이트","심양(with 현아)",0,28500,"LIG 손해보험-현",28500,"expenditure",28500,0,0
"2013-02-08","2013-02","경조사/회비","데이트","커피(with 현아)",9000,0,"LIG 손해보험-현",9000,"expenditure",9000,0,0
"2013-02-08","2013-02","용돈/기타","용돈","설용돈",2e+05,0,NA,2e+05,"expenditure",2e+05,0,0
"2013-02-11","2013-02","의복/미용","의류비","양말",0,14900,"LIG 손해보험-현",14900,"expenditure",14900,0,0
"2013-02-11","2013-02","경조사/회비","데이트","크레이지떡(with 현아)",18000,0,NA,18000,"expenditure",18000,0,0
"2013-02-12","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-12","2013-02","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-02-12","2013-02","식비","커피/음료","커피",2000,0,NA,2000,"expenditure",2000,0,0
"2013-02-12","2013-02","식비","커피/음료","컨디션",4500,0,NA,4500,"expenditure",4500,0,0
"2013-02-12","2013-02","주거/통신","이동통신","핸드폰 요금(1월)",0,78600,"LIG 손해보험-현",78600,"expenditure",78600,0,0
"2013-02-13","2013-02","건강/문화","약국","[3/3개월] 프로펜시아",0,56000,"LIG 손해보험-현",56000,"expenditure",56000,0,0
"2013-02-13","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-13","2013-02","건강/문화","병원비","이비인후과",0,3200,"LIG 손해보험-현",3200,"expenditure",3200,0,0
"2013-02-13","2013-02","건강/문화","약국","약국",0,1800,"LIG 손해보험-현",1800,"expenditure",1800,0,0
"2013-02-13","2013-02","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-02-13","2013-02","식비","커피/음료","골드메달사과주스",4500,0,NA,4500,"expenditure",4500,0,0
"2013-02-13","2013-02","식비","간식","목캔디",1400,0,NA,1400,"expenditure",1400,0,0
"2013-02-13","2013-02","식비","술/유흥","술한잔(with 종욱)",25000,0,NA,25000,"expenditure",25000,0,0
"2013-02-14","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-14","2013-02","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2013-02-15","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-16","2013-02","건강/문화","문화생활","영화",10000,0,NA,10000,"expenditure",10000,0,0
"2013-02-16","2013-02","경조사/회비","데이트","커피(with 현아)",9500,0,NA,9500,"expenditure",9500,0,0
"2013-02-16","2013-02","경조사/회비","데이트","저녁(with 현아)",20000,0,NA,20000,"expenditure",20000,0,0
"2013-02-16","2013-02","교통/차량","기타","톨비",1000,0,NA,1000,"expenditure",1000,0,0
"2013-02-17","2013-02","식비","커피/음료","커피",3000,0,NA,3000,"expenditure",3000,0,0
"2013-02-18","2013-02","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2013-02-19","2013-02","식비","커피/음료","커피",2500,0,NA,2500,"expenditure",2500,0,0
"2013-02-21","2013-02","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2013-02-21","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",2400,0,0
"2013-02-22","2013-02","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2013-02-22","2013-02","생활용품","주방/욕실","리스테린",4300,0,NA,4300,"expenditure",8600,0,0
"2013-02-22","2013-02","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2013-02-22","2013-02","교통/차량","택시비P","택시",0,2400,"LIG 손해보험-현",2400,"expenditure",4800,0,0
"2013-02-22","2013-02","교통/차량","택시비P","택시",0,24600,"LIG 손해보험-현",24600,"expenditure",24600,0,0
"2013-02-22","2013-02","경조사/회비","경조사비","엄마생신식사",0,94000,"LIG 손해보험-현",94000,"expenditure",94000,0,0
"2013-02-22","2013-02","경조사/회비","데이트","귀걸이_100일선물(to 현아)",0,140000,"LIG 손해보험-현",140000,"expenditure",140000,0,0
"2013-02-22","2013-02","식비","간식","엄마생식케잌",21000,0,NA,21000,"expenditure",21000,0,0
"2013-02-23","2013-02","식비","커피/음료","커피",0,3280,"LIG 손해보험-현",3280,"expenditure",3280,0,0
"2013-02-23","2013-02","경조사/회비","데이트","100일기념식사",0,171600,"LIG 손해보험-현",171600,"expenditure",171600,0,0
"2013-02-23","2013-02","경조사/회비","데이트","현아랑",0,35000,"LIG 손해보험-현",35000,"expenditure",35000,0,0
"2013-02-23","2013-02","의복/미용","헤어/뷰티","헤어샵(살롱드카라)",15000,0,NA,15000,"expenditure",15000,0,0
"2013-02-24","2013-02","교통/차량","택시비P","택시",0,23000,"LIG 손해보험-현",23000,"expenditure",23000,0,0
