"날짜","yearMonth","category1","category2","detail","현금","카드","카드분류","total","type","totalExpenditure","totalIncome","totalSave"
"2014-02-24","2014-02","식비","평일점심","점심",9000,0,NA,9000,"expenditure",9000,0,0
"2014-02-24","2014-02","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-02-24","2014-02","식비","평일저녁","저녁",6000,0,NA,6000,"expenditure",6000,0,0
"2014-02-25","2014-02","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2014-02-25","2014-02","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2014-02-25","2014-02","식비","평일점심","점심",19000,0,NA,19000,"expenditure",19000,0,0
"2014-02-25","2014-02","건강/문화","병원비","병원비",4900,0,NA,4900,"expenditure",4900,0,0
"2014-02-25","2014-02","건강/문화","약국","약국",4400,0,NA,4400,"expenditure",4400,0,0
"2014-02-25","2014-02","식비","간식","간식",7600,0,NA,7600,"expenditure",7600,0,0
"2014-02-25","2014-02","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-02-26","2014-02","식비","커피/음료","음료수",700,0,NA,700,"expenditure",700,0,0
"2014-02-26","2014-02","식비","평일점심","점심",8500,0,NA,8500,"expenditure",8500,0,0
"2014-02-26","2014-02","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-02-26","2014-02","건강/문화","병원비","병원비",0,13000,"현대M카드",13000,"expenditure",13000,0,0
"2014-02-26","2014-02","식비","평일저녁","저녁",4500,0,NA,4500,"expenditure",4500,0,0
"2014-02-27","2014-02","건강/문화","병원비","병원비",4300,0,NA,4300,"expenditure",4300,0,0
"2014-02-27","2014-02","식비","평일점심","점심",13000,0,NA,13000,"expenditure",13000,0,0
"2014-02-27","2014-02","경조사/회비","데이트","저녁(with 현아)",13900,0,NA,13900,"expenditure",13900,0,0
"2014-02-27","2014-02","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-02-28","2014-02","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2014-02-28","2014-02","경조사/회비","선물","회비",20000,0,NA,20000,"expenditure",20000,0,0
"2014-02-28","2014-02","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-02-28","2014-02","경조사/회비","데이트","아이스크림(with 현아)",0,8000,"현대M카드",8000,"expenditure",8000,0,0
"2014-03-01","2014-03","경조사/회비","데이트","도적(with 현아)",0,43000,"현대M카드",43000,"expenditure",43000,0,0
"2014-03-01","2014-03","경조사/회비","데이트","써클(with 현아)",0,40000,"현대M카드",40000,"expenditure",40000,0,0
"2014-03-01","2014-03","경조사/회비","데이트","레이첼야마가타 티켓(with 현아)",0,89000,"신한 LOVE 카드",89000,"expenditure",89000,0,0
"2014-03-01","2014-03","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-03-01","2014-03","건강/문화","약국","약국",1200,0,NA,1200,"expenditure",1200,0,0
"2014-03-01","2014-03","교통/차량","대중교통비","대중교통비정산(2월)",0,68950,"현대M카드",68950,"expenditure",68950,0,0
"2014-03-01","2014-03","세금/이자","기타","신용지킴이 수수료",0,900,"현대M카드",900,"expenditure",900,0,0
"2014-03-01","2014-03","세금/이자","기타","세이브론",0,1718,"현대M카드",1718,"expenditure",1718,0,0
"2014-03-01","2014-03","건강/문화","문화생활","레이첼야마가타 티켓",0,89000,"신한 LOVE 카드",89000,"expenditure",89000,0,0
"2014-03-02","2014-03","교통/차량","택시비P","택시비",0,5520,"현대M카드",5520,"expenditure",5520,0,0
"2014-03-03","2014-03","의복/미용","의류비","[3/3개월] 라코스테 구스다운",0,153500,"신한 LOVE 카드",153500,"expenditure",153500,0,0
"2014-03-03","2014-03","교통/차량","택시비P","택시비",0,3100,"현대M카드",3100,"expenditure",3100,0,0
"2014-03-04","2014-03","식비","커피/음료","음료수",850,0,NA,850,"expenditure",850,0,0
"2014-03-04","2014-03","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2014-03-04","2014-03","식비","평일저녁","저녁",16500,0,NA,16500,"expenditure",16500,0,0
"2014-03-04","2014-03","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-03-04","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-05","2014-03","식비","평일점심","점심",7800,0,NA,7800,"expenditure",7800,0,0
"2014-03-05","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-05","2014-03","식비","평일저녁","저녁 버거킹",0,14700,"현대M카드",14700,"expenditure",14700,0,0
"2014-03-06","2014-03","건강/문화","병원비","병원비",9300,0,NA,9300,"expenditure",9300,0,0
"2014-03-06","2014-03","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2014-03-06","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-06","2014-03","식비","평일저녁","저녁",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-07","2014-03","식비","간식","간식",7000,0,NA,7000,"expenditure",7000,0,0
"2014-03-07","2014-03","식비","간식","간식",1950,0,NA,1950,"expenditure",1950,0,0
"2014-03-07","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-07","2014-03","식비","평일점심","점심",0,15600,"현대M카드",15600,"expenditure",15600,0,0
"2014-03-07","2014-03","식비","평일저녁","저녁",0,4400,"현대M카드",4400,"expenditure",4400,0,0
"2014-03-08","2014-03","식비","커피/음료","음료수",1100,0,NA,1100,"expenditure",1100,0,0
"2014-03-08","2014-03","의복/미용","헤어/뷰티","헤어샵(박승철헤어)",0,19000,"현대M카드",19000,"expenditure",19000,0,0
"2014-03-08","2014-03","경조사/회비","데이트","마노핀(with 현아)",0,11200,"현대M카드",11200,"expenditure",11200,0,0
"2014-03-08","2014-03","경조사/회비","데이트","미카사(with 현아)",0,64000,"현대M카드",64000,"expenditure",64000,0,0
"2014-03-08","2014-03","경조사/회비","데이트","all that jazz(with 현아)",10000,0,NA,10000,"expenditure",10000,0,0
"2014-03-09","2014-03","교통/차량","택시비P","택시비",0,7200,"현대M카드",7200,"expenditure",7200,0,0
"2014-03-10","2014-03","용돈/기타","담배","담배",3550,0,NA,3550,"expenditure",3550,0,0
"2014-03-10","2014-03","식비","평일저녁","저녁",7000,0,NA,7000,"expenditure",7000,0,0
"2014-03-10","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-10","2014-03","주거/통신","이동통신","핸드폰요금(2월)",0,106150,"현대M카드",106150,"expenditure",106150,0,0
"2014-03-11","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-11","2014-03","식비","간식","간식",5780,0,NA,5780,"expenditure",5780,0,0
"2014-03-11","2014-03","식비","커피/음료","음료수",850,0,NA,850,"expenditure",850,0,0
"2014-03-11","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-11","2014-03","식비","술/유흥","CCA프로젝트 회식",0,36000,"현대M카드",36000,"expenditure",36000,0,0
"2014-03-12","2014-03","식비","평일점심","점심",8000,0,NA,8000,"expenditure",8000,0,0
"2014-03-12","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-12","2014-03","식비","평일점심","저녁",0,4400,"현대M카드",4400,"expenditure",4400,0,0
"2014-03-13","2014-03","식비","커피/음료","음료수",850,0,NA,850,"expenditure",850,0,0
"2014-03-13","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-13","2014-03","식비","평일점심","점심",7000,0,NA,7000,"expenditure",7000,0,0
"2014-03-13","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-14","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-14","2014-03","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-14","2014-03","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",5400,0,0
"2014-03-14","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-14","2014-03","경조사/회비","데이트","치킨(with 현아)",0,26000,"현대M카드",26000,"expenditure",26000,0,0
"2014-03-15","2014-03","경조사/회비","데이트","dvd(with 현아)",15000,0,NA,15000,"expenditure",15000,0,0
"2014-03-15","2014-03","의복/미용","헤어/뷰티","화장품",0,25560,"현대M카드",25560,"expenditure",25560,0,0
"2014-03-15","2014-03","생활용품","잡화소모","쉐이브 젤",0,13900,"현대M카드",13900,"expenditure",13900,0,0
"2014-03-15","2014-03","경조사/회비","데이트","삼겹살(with 현아)",0,35000,"현대M카드",35000,"expenditure",35000,0,0
"2014-03-16","2014-03","식비","간식","간식",3800,0,NA,3800,"expenditure",3800,0,0
"2014-03-16","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-17","2014-03","식비","커피/음료","음료수",2600,0,NA,2600,"expenditure",2600,0,0
"2014-03-17","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-17","2014-03","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2014-03-17","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-17","2014-03","식비","평일저녁","저녁",8000,0,NA,8000,"expenditure",8000,0,0
"2014-03-18","2014-03","식비","간식","간식 핫도그",2900,0,NA,2900,"expenditure",2900,0,0
"2014-03-18","2014-03","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-03-18","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-19","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-19","2014-03","식비","평일점심","점심",9000,0,NA,9000,"expenditure",9000,0,0
"2014-03-19","2014-03","식비","평일저녁","저녁",8000,0,NA,8000,"expenditure",8000,0,0
"2014-03-20","2014-03","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-20","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-20","2014-03","식비","커피/음료","유자차",3700,0,NA,3700,"expenditure",3700,0,0
"2014-03-20","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-20","2014-03","교통/차량","택시비P","택시",0,3700,"현대M카드",3700,"expenditure",3700,0,0
"2014-03-21","2014-03","건강/문화","병원비","병원",13000,0,NA,13000,"expenditure",13000,0,0
"2014-03-21","2014-03","건강/문화","약국","약국",5800,0,NA,5800,"expenditure",5800,0,0
"2014-03-21","2014-03","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-21","2014-03","식비","커피/음료","음료수",1400,0,NA,1400,"expenditure",1400,0,0
"2014-03-21","2014-03","식비","간식","파리바게트",10800,0,NA,10800,"expenditure",10800,0,0
"2014-03-21","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-22","2014-03","건강/문화","병원비","병원",4900,0,NA,4900,"expenditure",4900,0,0
"2014-03-22","2014-03","식비","커피/음료","음료수",1500,0,NA,1500,"expenditure",1500,0,0
"2014-03-22","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-23","2014-03","생활용품","기타","렌즈액",5000,0,NA,5000,"expenditure",5000,0,0
"2014-03-23","2014-03","경조사/회비","데이트","아이스크림(with 현아)",4000,0,NA,4000,"expenditure",4000,0,0
"2014-03-23","2014-03","의복/미용","의류비","유니클로",0,59800,"현대M카드",59800,"expenditure",59800,0,0
"2014-03-23","2014-03","경조사/회비","데이트","시타라(with 현아)",0,32500,"현대M카드",32500,"expenditure",32500,0,0
"2014-03-24","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-24","2014-03","식비","평일점심","점심(후배사줌)",0,30000,"현대M카드",30000,"expenditure",30000,0,0
"2014-03-24","2014-03","식비","평일저녁","저녁(후배사줌)",0,25800,"현대M카드",25800,"expenditure",25800,0,0
"2014-03-25","2014-03","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2014-03-25","2014-03","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2014-03-25","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-25","2014-03","건강/문화","약국","약국",4200,0,NA,4200,"expenditure",4200,0,0
"2014-03-25","2014-03","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-03-25","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-25","2014-03","식비","평일저녁","저녁",8000,0,NA,8000,"expenditure",8000,0,0
"2014-03-26","2014-03","식비","평일저녁","저녁",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-26","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-26","2014-03","식비","평일점심","점심",10000,0,NA,10000,"expenditure",10000,0,0
"2014-03-27","2014-03","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-27","2014-03","건강/문화","병원비","병원",4300,0,NA,4300,"expenditure",4300,0,0
"2014-03-27","2014-03","식비","커피/음료","음료수",1900,0,NA,1900,"expenditure",1900,0,0
"2014-03-27","2014-03","식비","평일저녁","저녁",4400,0,NA,4400,"expenditure",4400,0,0
"2014-03-27","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-28","2014-03","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-03-28","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-28","2014-03","식비","평일저녁","저녁(후배사줌)",0,18600,"현대M카드",18600,"expenditure",18600,0,0
"2014-03-29","2014-03","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-29","2014-03","식비","평일점심","점심",6000,0,NA,6000,"expenditure",6000,0,0
"2014-03-30","2014-03","경조사/회비","데이트","송동제주탐하리(with 현아)",0,46000,"현대M카드",46000,"expenditure",46000,0,0
"2014-03-30","2014-03","경조사/회비","데이트","간식(with 현아)",0,10420,"현대M카드",10420,"expenditure",10420,0,0
"2014-03-31","2014-03","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-03-31","2014-03","식비","커피/음료","음료수",1000,0,"현대M카드",1000,"expenditure",1000,0,0
"2014-04-01","2014-04","세금/이자","기타","신용지킴이 수수료",0,900,"현대M카드",900,"expenditure",900,0,0
"2014-04-01","2014-04","식비","커피/음료","음료수",3700,0,NA,3700,"expenditure",3700,0,0
"2014-04-01","2014-04","건강/문화","병원비","병원비",4300,0,NA,4300,"expenditure",4300,0,0
"2014-04-01","2014-04","식비","커피/음료","커피",9100,0,NA,9100,"expenditure",9100,0,0
"2014-04-01","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-01","2014-04","교통/차량","대중교통비","대중교통비정산(3월)",0,62100,"현대M카드",62100,"expenditure",62100,0,0
"2014-04-01","2014-04","세금/이자","기타","세이브론",0,2318,"현대M카드",2318,"expenditure",2318,0,0
"2014-04-02","2014-04","식비","커피/음료","음료수",1300,0,NA,1300,"expenditure",1300,0,0
"2014-04-02","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-02","2014-04","경조사/회비","데이트","치킨(with 현아)",0,22000,"현대M카드",22000,"expenditure",22000,0,0
"2014-04-03","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-03","2014-04","식비","커피/음료","커피",0,6560,"현대M카드",6560,"expenditure",6560,0,0
"2014-04-04","2014-04","식비","커피/음료","음료수",1500,0,NA,1500,"expenditure",1500,0,0
"2014-04-04","2014-04","식비","평일점심","점심",10000,0,NA,10000,"expenditure",10000,0,0
"2014-04-04","2014-04","식비","간식","아이스크림",4800,0,NA,4800,"expenditure",4800,0,0
"2014-04-04","2014-04","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2014-04-04","2014-04","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-05","2014-04","건강/문화","여행","펜션예약",165000,0,NA,165000,"expenditure",165000,0,0
"2014-04-05","2014-04","식비","외식","도미노피자",0,25670,"현대M카드",25670,"expenditure",25670,0,0
"2014-04-05","2014-04","경조사/회비","데이트","커피(with 현아)",0,9800,"현대M카드",9800,"expenditure",9800,0,0
"2014-04-05","2014-04","경조사/회비","데이트","심양(with 현아)",0,55000,"현대M카드",55000,"expenditure",55000,0,0
"2014-04-05","2014-04","경조사/회비","데이트","럭키포차(with 현아)",0,21000,"현대M카드",21000,"expenditure",21000,0,0
"2014-04-06","2014-04","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2014-04-06","2014-04","생활용품","가구/가전","이어폰연장선",3600,0,NA,3600,"expenditure",3600,0,0
"2014-04-06","2014-04","경조사/회비","데이트","부평막국수(with 현아)",13500,0,NA,13500,"expenditure",13500,0,0
"2014-04-06","2014-04","의복/미용","헤어/뷰티","헤어샵(박승철헤어)",0,19000,"현대M카드",19000,"expenditure",19000,0,0
"2014-04-06","2014-04","의복/미용","의류비","지오다노 린네셔츠",0,59800,"현대M카드",59800,"expenditure",59800,0,0
"2014-04-07","2014-04","식비","평일점심","점심",8000,0,NA,8000,"expenditure",8000,0,0
"2014-04-07","2014-04","식비","간식","아이스크림 쏨",9000,0,NA,9000,"expenditure",9000,0,0
"2014-04-07","2014-04","식비","평일저녁","저녁",4400,0,NA,4400,"expenditure",4400,0,0
"2014-04-07","2014-04","식비","커피/음료","음료수",1000,0,NA,1000,"expenditure",1000,0,0
"2014-04-07","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-08","2014-04","식비","간식","간식",8950,0,NA,8950,"expenditure",8950,0,0
"2014-04-08","2014-04","교통/차량","택시비P","택시비",0,3100,"현대M카드",3100,"expenditure",3100,0,0
"2014-04-08","2014-04","건강/문화","약국","[1/3개월] 프로페시아",0,58733,"신한 LOVE 카드",58733,"expenditure",58733,0,0
"2014-04-09","2014-04","식비","커피/음료","음료수",9800,0,NA,9800,"expenditure",9800,0,0
"2014-04-09","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-10","2014-04","건강/문화","여행","렌트카(선금)",20000,0,NA,20000,"expenditure",20000,0,0
"2014-04-10","2014-04","주거/통신","이동통신","핸드폰요금(3월)",0,68660,"현대M카드",68660,"expenditure",68660,0,0
"2014-04-11","2014-04","건강/문화","여행","렌트카",30000,0,NA,30000,"expenditure",30000,0,0
"2014-04-11","2014-04","교통/차량","기타","톨비",33000,0,NA,33000,"expenditure",33000,0,0
"2014-04-13","2014-04","경조사/회비","데이트","보쌈(with 현아)",0,15000,"현대M카드",15000,"expenditure",15000,0,0
"2014-04-14","2014-04","식비","평일저녁","저녁",4400,0,NA,4400,"expenditure",4400,0,0
"2014-04-14","2014-04","식비","평일점심","점심",10000,0,NA,10000,"expenditure",10000,0,0
"2014-04-14","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-15","2014-04","식비","평일저녁","저녁",4400,0,NA,4400,"expenditure",4400,0,0
"2014-04-15","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-16","2014-04","식비","평일저녁","저녁",5500,0,NA,5500,"expenditure",5500,0,0
"2014-04-16","2014-04","용돈/기타","담배","담배",3700,0,NA,3700,"expenditure",3700,0,0
"2014-04-16","2014-04","식비","평일점심","점심",10000,0,NA,10000,"expenditure",10000,0,0
"2014-04-16","2014-04","교통/차량","택시비P","택시비",0,3100,"현대M카드",3100,"expenditure",3100,0,0
"2014-04-17","2014-04","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2014-04-17","2014-04","교통/차량","택시비P","택시비",0,3100,"현대M카드",3100,"expenditure",3100,0,0
"2014-04-17","2014-04","식비","커피/음료","커피",0,8200,"현대M카드",8200,"expenditure",8200,0,0
"2014-04-18","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-18","2014-04","경조사/회비","데이트","갈비살(with현아)",0,56000,"현대M카드",56000,"expenditure",56000,0,0
"2014-04-19","2014-04","교통/차량","택시비P","택시비",0,3600,"현대M카드",3600,"expenditure",3600,0,0
"2014-04-19","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-19","2014-04","경조사/회비","데이트","우주(with현아)",0,29200,"현대M카드",29200,"expenditure",29200,0,0
"2014-04-19","2014-04","경조사/회비","데이트","오오키니(with 현아)",0,25000,"현대M카드",25000,"expenditure",25000,0,0
"2014-04-20","2014-04","교통/차량","택시비P","택시비",0,18720,"현대M카드",18720,"expenditure",18720,0,0
"2014-04-20","2014-04","식비","간식","간식",9450,0,NA,9450,"expenditure",9450,0,0
"2014-04-21","2014-04","식비","커피/음료","음료수",4100,0,NA,4100,"expenditure",4100,0,0
"2014-04-21","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-21","2014-04","식비","평일점심","점심",8000,0,NA,8000,"expenditure",8000,0,0
"2014-04-22","2014-04","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-04-22","2014-04","식비","커피/음료","음료수",1000,0,NA,1000,"expenditure",1000,0,0
"2014-04-22","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-22","2014-04","식비","커피/음료","커피",0,13000,"현대M카드",13000,"expenditure",13000,0,0
"2014-04-22","2014-04","식비","평일점심","점심",0,7500,NA,7500,"expenditure",7500,0,0
"2014-04-23","2014-04","식비","평일저녁","저녁",6000,0,NA,6000,"expenditure",6000,0,0
"2014-04-23","2014-04","교통/차량","택시비P","택시비",0,3100,"현대M카드",3100,"expenditure",3100,0,0
"2014-04-23","2014-04","식비","평일점심","점심",12000,0,NA,12000,"expenditure",12000,0,0
"2014-04-24","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-24","2014-04","식비","평일저녁","저녁",0,4400,"현대M카드",4400,"expenditure",4400,0,0
"2014-04-25","2014-04","건강/문화","보장성보험","보험비(실비)",40000,0,NA,40000,"expenditure",40000,0,0
"2014-04-25","2014-04","건강/문화","보장성보험","운전자보험",32000,0,NA,32000,"expenditure",32000,0,0
"2014-04-25","2014-04","용돈/기타","담배","담배",2700,0,NA,2700,"expenditure",2700,0,0
"2014-04-25","2014-04","식비","평일점심","점심",5000,0,NA,5000,"expenditure",5000,0,0
"2014-04-25","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-26","2014-04","경조사/회비","데이트","폴앤폴리나빵(with 현아)",6500,0,NA,6500,"expenditure",6500,0,0
"2014-04-26","2014-04","식비","커피/음료","음료수",800,0,NA,800,"expenditure",800,0,0
"2014-04-26","2014-04","경조사/회비","데이트","젤라띠젤라띠(with 현아)",4000,0,NA,4000,"expenditure",4000,0,0
"2014-04-26","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-26","2014-04","경조사/회비","데이트","텟팬(with 현아)",0,49100,"현대M카드",49100,"expenditure",49100,0,0
"2014-04-26","2014-04","경조사/회비","데이트","달술집(with 현아)",0,19000,"현대M카드",19000,"expenditure",19000,0,0
"2014-04-27","2014-04","식비","외식","치킨",15000,0,NA,15000,"expenditure",15000,0,0
"2014-04-27","2014-04","용돈/기타","용돈","부모님용돈",3e+05,0,NA,3e+05,"expenditure",3e+05,0,0
"2014-04-28","2014-04","식비","평일점심","점심",4400,0,NA,4400,"expenditure",4400,0,0
"2014-04-28","2014-04","식비","커피/음료","음료수",2800,0,NA,2800,"expenditure",2800,0,0
"2014-04-28","2014-04","식비","간식","간식",4400,0,NA,4400,"expenditure",4400,0,0
"2014-04-28","2014-04","교통/차량","택시비P","택시",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-29","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-29","2014-04","식비","평일점심","점심",8000,0,NA,8000,"expenditure",8000,0,0
"2014-04-30","2014-04","교통/차량","택시비P","택시비",0,3000,"현대M카드",3000,"expenditure",3000,0,0
"2014-04-30","2014-04","경조사/회비","데이트","온더보더(with 현아)",0,48300,"현대M카드",48300,"expenditure",48300,0,0
"2014-04-30","2014-04","식비","커피/음료","음료수",1000,0,NA,1000,"expenditure",1000,0,0
"2014-05-01","2014-05","의복/미용","세탁수선비","세탁비",28000,0,NA,28000,"expenditure",28000,0,0
"2014-05-01","2014-05","식비","부식","스프",2800,0,NA,2800,"expenditure",2800,0,0
"2014-05-01","2014-05","식비","커피/음료","던킨도넛츠",4000,0,NA,4000,"expenditure",4000,0,0
"2014-05-01","2014-05","식비","외식","맥도날드",5300,0,NA,5300,"expenditure",5300,0,0
"2014-05-01","2014-05","세금/이자","기타","세이브론",0,2168,"현대M카드",2168,"expenditure",2168,0,0
"2014-05-01","2014-05","세금/이자","기타","신용지킴이 수수료",0,900,"현대M카드",900,"expenditure",900,0,0
"2014-05-01","2014-05","용돈/기타","기타","연회비",0,20000,"현대M카드",20000,"expenditure",20000,0,0
"2014-05-01","2014-05","교통/차량","대중교통비","대중교통비정산(4월)",0,57350,"현대M카드",57350,"expenditure",57350,0,0
"2014-05-02","2014-05","경조사/회비","데이트","MT(with 현아)",30000,0,NA,30000,"expenditure",30000,0,0
"2014-05-02","2014-05","경조사/회비","데이트","오리구이(with 현아)",0,41000,"현대M카드",41000,"expenditure",41000,0,0
"2014-05-03","2014-05","경조사/회비","데이트","파리크라상(with 현아)",9700,0,NA,9700,"expenditure",9700,0,0
"2014-05-03","2014-05","식비","커피/음료","스타벅스",0,3900,"현대M카드",3900,"expenditure",3900,0,0
"2014-05-03","2014-05","경조사/회비","데이트","스타벅스(with 현아)",0,7200,"현대M카드",7200,"expenditure",7200,0,0
"2014-05-04","2014-05","식비","술/유흥","육대장",0,49000,"현대M카드",49000,"expenditure",49000,0,0
"2014-05-05","2014-05","용돈/기타","담배","담배",3100,0,NA,3100,"expenditure",3100,0,0
"2014-05-05","2014-05","경조사/회비","데이트","파리바게트(with 현아)",10700,0,NA,10700,"expenditure",10700,0,0
"2014-05-05","2014-05","용돈/기타","담배","담배",3300,0,NA,3300,"expenditure",3300,0,0
"2014-05-05","2014-05","경조사/회비","데이트","뽕신(with 현아)",0,23400,"현대M카드",23400,"expenditure",23400,0,0
"2014-05-06","2014-05","식비","술/유흥","안동소주",26100,0,NA,26100,"expenditure",26100,0,0
